GNL_CD,GEN_SHORT,GEN_LONG
421202COM,tacalcitol,tacalcitol 20.87ug
234204ATB,tacrolimus,tacrolimus 0.25mg
234205ATR,tacrolimus,tacrolimus 0.5mg
234206ATR,tacrolimus,tacrolimus 1mg
234207ATR,tacrolimus,tacrolimus 5mg
234201ATB,tacrolimus hydrate,tacrolimus hydrate (as tacrolimus 0.5mg)
234203ATB,tacrolimus hydrate,tacrolimus hydrate (as tacrolimus 1mg)
234208ATB,tacrolimus hydrate,tacrolimus hydrate (as tacrolimus 2mg)
426332COM,tacrolimus hydrate,tacrolimus hydrate (as tacrolimus 10mg(1mg/g))
509030COS,tafluprost,tafluprost 4.5ug(15ug/mL)
509031COS,tafluprost,tafluprost 37.5ug(15ug/mL)
509001COS,tafluprost,tafluprost 0.015mg
509002COS,tafluprost,tafluprost 0.0045mg
801000COS,tafluprost + timolol maleate,tafluprost 37.5ug(15ug/mL) + timolol maleate 17.075mg(6.83mg/mL)
234401ATB,talniflumate,talniflumate 0.37g
234501ATB,tamoxifen citrate,tamoxifen citrate (as tamoxifen 10mg)
234502ATB,tamoxifen citrate,tamoxifen citrate (as tamoxifen 20mg)
234602ATR,tamsulosin HCl,tamsulosin HCl 0.1mg
234601ATD,tamsulosin hydrochloride,tamsulosin hydrochloride 0.2mg
234601ATR,tamsulosin hydrochloride,tamsulosin hydrochloride 0.2mg
234603ATR,tamsulosin hydrochloride,tamsulosin hydrochloride 0.4mg
484401ATB,tandospirone citrate,tandospirone citrate 5mg
484402ATB,tandospirone citrate,tandospirone citrate 10mg
628401ATB,tapentadol hydrochloride,tapentadol hydrochloride (as tapentadol 50mg)
628401ATR,tapentadol hydrochloride,tapentadol hydrochloride (as tapentadol 50mg)
628402ATR,tapentadol hydrochloride,tapentadol hydrochloride (as tapentadol 0.1g)
309600AGN,tegafur + uracil,tegafur 0.1g + uracil 0.224g
309700ATB,tegafur + uracil,tegafur 0.1g + uracil 0.224g
364100AGN,tegafur + uracil,tegafur 0.2g + uracil 0.448g
309600ATE,tegafur + uracil,tegafur 100mg + uracil 224mg
234901BIJ,teicoplanin,teicoplanin 0.2g
234902BIJ,teicoplanin,teicoplanin 0.4g
506001ATB,telbivudine,telbivudine 0.6g
378801ATB,telmisartan,telmisartan 40mg
378802ATB,telmisartan,telmisartan 80mg
629900ATB,telmisartan + rosuvastatin calcium,telmisartan 40mg + rosuvastatin calcium(as rosuvastatin 10mg)
630000ATB,telmisartan + rosuvastatin calcium,telmisartan 40mg + rosuvastatin calcium(as rosuvastatin 20mg)
630100ATB,telmisartan + rosuvastatin calcium,telmisartan 80mg + rosuvastatin calcium(as rosuvastatin 10mg)
630200ATB,telmisartan + rosuvastatin calcium,telmisartan 80mg + rosuvastatin calcium(as rosuvastatin 20mg)
631600ATB,telmisartan + rosuvastatin calcium,telmisartan 40mg + rosuvastatin calcium(as rosuvastatin 5mg)
631700ATB,telmisartan + rosuvastatin calcium,telmisartan 80mg + rosuvastatin calcium(as rosuvastatin 5mg)
644800ATB,telmisartan + S-amlodipine besylate,telmisartan 80mg + S-amlodipine besylate (as S-amlodipine 5mg)
235002ATB,temocapril hydrochloride,temocapril hydrochloride 2mg
358202ATB,temozolomide,temozolomide 20mg
358203ATB,temozolomide,temozolomide 0.1g
358204ATB,temozolomide,temozolomide 0.25g
568230BIJ,temsirolimus,temsirolimus 30mg(25mg/mL)
568201BIJ,temsirolimus,temsirolimus 30mg
450302BIJ,tenecteplase,tenecteplase 40mg(8KU)
627301ATB,teneligliptin hydrobromide hydrate,teneligliptin hydrobromide hydrate(as teneligliptin 20mg)
665301ATB,tenofovir alafenamide fumarate,tenofovir alafenamide fumarate (as tenofovir alafenamide 25mg)
664901ATB,tenofovir disoproxil,tenofovir disoproxil 0.245g
665101ATB,tenofovir disoproxil asparate,tenofovir disoproxil asparate (as tenofovir disoproxil 0.245g)
493901ATB,tenofovir disoproxil fumarate,tenofovir disoproxil fumarate 0.3g (as tenofovir disoproxil 0.245g)
665501ATB,tenofovir disoproxil hemiedisylate,tenofovir disoproxil hemiedisylate (as tenofovir disoproxil 0.245g)
665201ATB,tenofovir disoproxil orotate,tenofovir disoproxil orotate (as tenofovir disoproxil 0.245g)
665001ATB,tenofovir disoproxil phosphate,tenofovir disoproxil phosphate (as tenofovir disoproxil 0.245g)
235301ATB,tenoxicam,tenoxicam 10mg
235401ATB,teprenone,teprenone 50mg
235501ATB,terazosin hydrochloride,terazosin hydrochloride (as terazosin 1mg)
235502ATB,terazosin hydrochloride,terazosin hydrochloride (as terazosin 2mg)
235503ATB,terazosin hydrochloride,terazosin hydrochloride (as terazosin 5mg)
235630COM,terbinafine,terbinafine 0.15g(10mg/g)
235631COM,terbinafine,terbinafine 0.2g(10mg/g)
235632COM,terbinafine,terbinafine 0.25g(10mg/g)
235633COM,terbinafine,terbinafine 0.3g(10mg/g)
235601ATB,terbinafine,terbinafine 125mg
235603COM,terbinafine,terbinafine 10mg
235701CLQ,terbinafine HCl,terbinafine HCl 10mg
235701COM,terbinafine HCl,terbinafine HCl 10mg
235730COM,terbinafine hydrochloride,terbinafine hydrochloride 0.1g(10mg/g)
235731COM,terbinafine hydrochloride,terbinafine hydrochloride 0.15g(10mg/g)
235733COM,terbinafine hydrochloride,terbinafine hydrochloride 0.2g(10mg/g)
235734COM,terbinafine hydrochloride,terbinafine hydrochloride 0.25g(10mg/g)
235735COM,terbinafine hydrochloride,terbinafine hydrochloride 0.3g(10mg/g)
235736CLQ,terbinafine hydrochloride,terbinafine hydrochloride 0.3g(10mg/mL)
235737CLQ,terbinafine hydrochloride,terbinafine hydrochloride 0.4g(10mg/mL)
235744COM,terbinafine hydrochloride,terbinafine hydrochloride 4.5g(10mg/g)
235747ATB,terbinafine hydrochloride,terbinafine hydrochloride (as terbinafine 0.125g)
487502BIJ,teriparatide,teriparatide 0.6mg(0.25mg/mL)
646301BIJ,teriparatide acetate,teriparatide acetate 60.6ug (as teriparatide 56.5ug)
236001BIJ,terlipressin acetate,terlipressin acetate 1mg
236104BIJ,testosterone cyclopentylpropionate,testosterone cyclopentylpropionate 200mg
236301ATB,testosterone undecanoate,testosterone undecanoate 40mg
483701ATB,tetrabenazine,tetrabenazine 25mg
236501BIJ,tetracaine HCl,tetracaine HCl 20mg
366530BIJ,tetracosactide,tetracosactide 0.25mg(0.25mg/mL)
366501BIJ,tetracosactide,tetracosactide 250ug
236701ATB,tetracycline hydrochloride,tetracycline hydrochloride 0.25g
369101BIJ,tetrakis coppertetrafluoroborate,tetrakis copper(I)tetrafluoroborate 1mg
368701BIJ,tetrofosmin sulfosalicylate,tetrofosmin sulfosalicylate 0.49mg
485701ATB,thalidomide,thalidomide 50mg
368501BIJ,thallium chloride,thallium chloride(Tl-201) 0.037GBq(1mCi)
503301ATB,theobromine,theobromine 0.3g
237001ATB,theophylline,theophylline 0.1g
237001ATR,theophylline,theophylline 0.1g
237002ATR,theophylline,theophylline 0.13g
237003ATB,theophylline,theophylline 0.2g
237003ATR,theophylline,theophylline 0.2g
237005ATR,theophylline,theophylline 0.4g
237030ASY,theophylline,theophylline 0.2g(0.2g/g)
237031ASY,theophylline,theophylline 40g(0.2g/g)
237003ASY,theophylline,theophylline 200mg
237302BIJ,thiamine HCl,thiamine HCl 50mg
237301ATB,thiamine hydrochloride,thiamine hydrochloride 10mg
237330BIJ,thiamine hydrochloride,thiamine hydrochloride 50mg(25mg/mL)
237701ATB,thiocolchicoside,thiocolchicoside 4mg
250901ATB,thioctic acid,thioctic acid(ug-lipoic acid) 0.2g
250901ATR,thioctic acid,thioctic acid(ug-lipoic acid) 0.2g
250902ATR,thioctic acid,thioctic acid(ug-lipoic acid) 0.6g
237830BIJ,thioctic acid tromethamine,thioctic acid tromethamine 0.9528g(39.7mg/mL)
482201BIJ,thiopental sodium,thiopental sodium 0.265g
482202BIJ,thiopental sodium,thiopental sodium 0.53g
198001BIJ,thiotepa,thiotepa 15mg
198003BIJ,thiotepa,thiotepa 0.1g
238102ATB,thiothixene,thiothixene 5mg
238201DGN,thrombin,thrombin 5KI.U
238430ASY,thymomodulin,thymomodulin 60mg(4mg/mL)
238431ASY,thymomodulin,thymomodulin 0.4g(4mg/mL)
238401ASY,thymomodulin,thymomodulin 4mg
238402ATB,thymomodulin,thymomodulin 80mg
439601BIJ,thyrotropin ug,thyrotropin(TSH) ug 1.1mg
238901ATB,tiaprofenic acid,tiaprofenic acid 0.2g
239001ATB,tibolone,tibolone 2.5mg
615901ATB,ticagrelor,ticagrelor 90mg
615902ATB,ticagrelor,ticagrelor 60mg
239202ATB,ticlopidine HCl,ticlopidine HCl 250mg
495301BIJ,tigecycline,tigecycline 50mg
239632COS,timolol maleate,timolol maleate (as timolol 6.25mg(2.5mg/mL))(1ug/1ug)
239636COS,timolol maleate,timolol maleate (as timolol 25mg(5mg/mL))
239637COS,timolol maleate,timolol maleate (as timolol 25mg(5mg/mL))(1ug/1ug)
239601COS,timolol maleate,timolol maleate 3.42mg
239602COS,timolol maleate,timolol maleate 6.83mg
541000COS,timolol maleate + travoprost,timolol maleate (as timolol 12.5mg(5mg/mL)) + travoprost 0.1mg(40ug/mL)
493000COS,timolol maleate + travoprost,timolol maleate 6.8mg + travoprost 0.04mg
239801ATB,tinidazole,tinidazole 0.15g
239803ATB,tinidazole,tinidazole 0.5g
457301CTB,tiotropium bromide monohydrate,tiotropium bromide monohydrate(micronized) (as tiotropium 18ug)
457330CSI,tiotropium bromide monohydrate,tiotropium bromide monohydrate(micronized) (as tiotropium 0.54mg(18ug/ugug))
503430CSI,tiotropium bromide monohydrate,tiotropium bromide monohydrate (as tiotropium 0.15mg(2.5ug/ug))
503401CSI,tiotropium bromide monohydrate,tiotropium bromide monohydrate 1272.15mcg/4.5ml
240230BIJ,tirofiban hydrochloride monohydrate,tirofiban hydrochloride monohydrate (as tirofiban 12.5mg(0.25mg/mL))
240201BIJ,tirofiban hydrochloride monohydrate,tirofiban hydrochloride monohydrate 12.5mg
240302BIJ,tiropramide HCl,tiropramide HCl 50mg
240301ATB,tiropramide hydrochloride,tiropramide hydrochloride 0.1g
240330BIJ,tiropramide hydrochloride,tiropramide hydrochloride 50mg(16.667mg/mL)
240702ATB,tizanidine HCl,tizanidine HCl 2.288mg (as tizanidine 2mg)
240701ATB,tizanidine hydrochloride,tizanidine hydrochloride (as tizanidine 1mg)
240830COS,tobramycin,tobramycin 1.2mg(3mg/mL)
240831COS,tobramycin,tobramycin 9mg(3mg/mL)
240833COS,tobramycin,tobramycin 15mg(3mg/mL)
240834COS,tobramycin,tobramycin 18mg(3mg/mL)
240839COS,tobramycin,tobramycin 1.5mg(3mg/mL)
240841BIJ,tobramycin,tobramycin 80mg(40mg/mL)
240843BIJ,tobramycin,tobramycin 0.1g(50mg/mL)
240846COS,tobramycin,tobramycin 1.05mg(3mg/mL)
240848COS,tobramycin,tobramycin 0.9mg(3mg/mL)
240801COO,tobramycin,tobramycin 3mg
240801COS,tobramycin,tobramycin 3mg
240802COS,tobramycin,tobramycin 1.2mg
240901BIJ,tobramycin sulfate,tobramycin sulfate 100mg
240907BIJ,tobramycin sulfate,tobramycin sulfate 80mg
520430BIJ,tocilizumab,tocilizumab 80mg(20mg/mL)
520431BIJ,tocilizumab,tocilizumab 0.2g(20mg/mL)
520432BIJ,tocilizumab,tocilizumab 0.4g(20mg/mL)
520401BIJ,tocilizumab,tocilizumab 80mg
520402BIJ,tocilizumab,tocilizumab 200mg
520403BIJ,tocilizumab,tocilizumab 400mg
627201ATB,tofacitinib citrate,tofacitinib citrate (as tofacitinib 5mg)
241201ATB,tofisopam,tofisopam 50mg
241701ATB,tolperisone HCl,tolperisone HCl 100mg
241701BIJ,tolperisone HCl,tolperisone HCl 100mg
241702ATB,tolperisone HCl,tolperisone HCl 150mg
357102ATB,tolterodine L-tartrate,tolterodine L-tartrate 2mg
357103ATR,tolterodine L-tartrate,tolterodine L-tartrate 4mg
357101ATB,tolterodine tartrate,tolterodine tartrate 1mg
616501ATB,tolvaptan SD powder,tolvaptan SD powder (as tolvaptan 15mg)
616502ATB,tolvaptan SD powder,tolvaptan SD powder (as tolvaptan 30mg)
241801ATB,topiramate,topiramate 0.1g
241801ATR,topiramate,topiramate 0.1g
241802ATR,topiramate,topiramate 0.2g
241803ATB,topiramate,topiramate 25mg
241803ATR,topiramate,topiramate 25mg
241804ATR,topiramate,topiramate 50mg
241804ATB,topiramate,topiramate 50mg
241901BIJ,topotecan HCl,topotecan HCl 4.49mg
241902ATB,topotecan HCl,topotecan HCl 0.27mg
241903ATB,topotecan HCl,topotecan HCl 1.09mg
242001ATB,torasemide,torasemide 10mg
242002ATB,torasemide,torasemide 2.5mg
242003ATB,torasemide,torasemide 5mg
242004ATB,torasemide,torasemide 20mg
242101ATB,toremifene citrate,toremifene citrate (as toremifene 40mg)
242201ATB,tosufloxacin tosylate,tosufloxacin tosylate 0.15g
242203COS,tosufloxacin tosylate,tosufloxacin tosylate 3mg
242230COS,tosufloxacin tosylate hydrate,tosufloxacin tosylate hydrate 15mg(3mg/mL)
242301BIJ,tramadol HCl,tramadol HCl 100mg
242302ATR,tramadol HCl,tramadol HCl 150mg(1ug/1ug)
242303BIJ,tramadol HCl,tramadol HCl 50mg
242307ATR,tramadol HCl,tramadol HCl 100mg(1ug/1ug)
242301ATR,tramadol hydrochloride,tramadol hydrochloride 0.1g
242304ATR,tramadol hydrochloride,tramadol hydrochloride 0.2g(1ug/1ug)
242305ATB,tramadol hydrochloride,tramadol hydrochloride 50mg
242308ATR,tramadol hydrochloride,tramadol hydrochloride 75mg
242330BIJ,tramadol hydrochloride,tramadol hydrochloride 50mg(50mg/mL)
242331BIJ,tramadol hydrochloride,tramadol hydrochloride 0.1g(50mg/mL)
645401ATB,trametinib dimethylsulfoxide,trametinib dimethylsulfoxide (as trametinib 2mg)
645402ATB,trametinib dimethylsulfoxide,trametinib dimethylsulfoxide (as trametinib 0.5mg)
242501ATB,tranexamic acid,tranexamic acid 0.25g
242531BIJ,tranexamic acid,tranexamic acid 0.5g(0.1g/mL)
242532BIJ,tranexamic acid,tranexamic acid 1g(0.1g/mL)
242502BIJ,tranexamic acid,tranexamic acid 1g
242601ATB,tranilast,tranilast 0.1g
242630COS,tranilast,tranilast 25mg(5mg/mL)
242602COS,tranilast,tranilast 5mg
242801BIJ,trastuzumab,trastuzumab 0.44g
242802BIJ,trastuzumab,trastuzumab 0.15g
242830BIJ,trastuzumab,trastuzumab 0.6g(0.12mg/mL)
626001BIJ,trastuzumab emtansine,trastuzumab emtansine (as trastuzumab 0.1g)
626002BIJ,trastuzumab emtansine,trastuzumab emtansine (as trastuzumab 0.16g)
442230COS,travoprost,travoprost 0.1mg(40ug/mL)
442231COS,travoprost,travoprost 75ug(30ug/mL)
442201COS,travoprost,travoprost 0.04mg
242902ATB,trazodone HCl,trazodone HCl 50mg
242901ATB,trazodone hydrochloride,trazodone hydrochloride 25mg
242903ATR,trazodone hydrochloride,trazodone hydrochloride 75mg
512430BIJ,treprostinil,treprostinil 20mg(1mg/mL)
512431BIJ,treprostinil,treprostinil 50mg(2.5mg/mL)
512401BIJ,treprostinil,treprostinil 20mg
512402BIJ,treprostinil,treprostinil 50mg
243001ATB,tretinoin,tretinoin 10mg
243201ATB,triamcinolone,triamcinolone 1mg
243202ATB,triamcinolone,triamcinolone 2mg
243203ATB,triamcinolone,triamcinolone 4mg
243330CLQ,triamcinolone acetonide,triamcinolone acetonide 6.6mg(55ug/ug)
243331COM,triamcinolone acetonide,triamcinolone acetonide 10mg(1mg/g)
243333COM,triamcinolone acetonide,triamcinolone acetonide 20mg(1mg/g)
243335BIJ,triamcinolone acetonide,triamcinolone acetonide 40mg(40mg/mL)
243336BIJ,triamcinolone acetonide,triamcinolone acetonide 50mg(10mg/mL)
243337BIJ,triamcinolone acetonide,triamcinolone acetonide 0.2g(40mg/mL)
243338COM,triamcinolone acetonide,triamcinolone acetonide 0.45g(1mg/g)
243339COM,triamcinolone acetonide,triamcinolone acetonide 0.5g(1mg/g)
243340COS,triamcinolone acetonide,triamcinolone acetonide 40mg(1mg/g)
243301BIJ,triamcinolone acetonide,triamcinolone acetonide 200mg
243303BIJ,triamcinolone acetonide,triamcinolone acetonide 40mg
243304COM,triamcinolone acetonide,triamcinolone acetonide 1mg
243305BIJ,triamcinolone acetonide,triamcinolone acetonide 50mg
243309CLQ,triamcinolone acetonide,triamcinolone acetonide 6.6mg
243501ATB,triazolam,triazolam 0.125mg
243502ATB,triazolam,triazolam 0.25mg
480101ATB,trientine hydrochloride,trientine hydrochloride 0.25g
244030COS,trifluridine,trifluridine 50mg(10mg/mL)
244001COS,trifluridine,trifluridine 10mg
244101ATB,triflusal,triflusal 0.3g
244102ATB,triflusal,triflusal 0.15g
244101ATE,triflusal,triflusal 300mg
244201ATB,trihexyphenidyl hydrochloride,trihexyphenidyl hydrochloride 2mg
244301ATB,trimebutine maleate,trimebutine maleate 0.1g
244302ATB,trimebutine maleate,trimebutine maleate 0.2g
244303ATR,trimebutine maleate,trimebutine maleate 0.3g
244305ATB,trimebutine maleate,trimebutine maleate 0.15g
244330ASY,trimebutine maleate,trimebutine maleate (as trimebutine 1.2g(4.8mg/mL))
244331ASY,trimebutine maleate,trimebutine maleate (as trimebutine 2.16g(4.8mg/mL))
244502ATR,trimetazidine HCl,trimetazidine HCl 35mg
244501ATB,trimetazidine hydrochloride,trimetazidine hydrochloride 20mg
628330BIJ,tripegfilgrastim,tripegfilgrastim 6mg(10mg/mL)
244802ATB,tripotassium bismuth dicitrate,tripotassium bismuth dicitrate 0.3g
244930BIJ,triptorelin acetate,triptorelin acetate 0.105mg(0.105mg/mL)
244901BIJ,triptorelin acetate,triptorelin acetate 105ug
467501BIJ,triptorelin pamoate,triptorelin pamoate (as triptorelin 11.25mg)
245332COS,tropicamide,tropicamide 0.15g(10mg/mL)
245501ATB,trospium chloride,trospium chloride 20mg
245503ATB,trospium chloride,trospium chloride 30mg
245502ATB,trospium chloride,trospium chloride 5mg
452101CPL,tulobuterol,tulobuterol 0.5mg
452102CPL,tulobuterol,tulobuterol 1mg
452103CPL,tulobuterol,tulobuterol 2mg
245802ATB,ubidecarenone,ubidecarenone 5mg
251201ATB,ug-linolenic acid,ug-linolenic acid 40mg
251202ATB,ug-linolenic acid,ug-linolenic acid 80mg
423930BIJ,ulinastatin,ulinastatin 50KI.U(50KI.U/mL)
423931BIJ,ulinastatin,ulinastatin 100KI.U(50KI.U/mL)
423901BIJ,ulinastatin,ulinastatin 100000ugug
423902BIJ,ulinastatin,ulinastatin 50000ugug
615802ATB,ulipristal acetate,ulipristal acetate 5mg/ug
641101CSI,umeclidinium,umeclidinium 62.5ug
631200CSI,umeclidinium bromide + vilanterol trifenatate,umeclidinium bromide(micronized) (as umeclidinium 1.875mg(62.5ug/ug)) + vilanterol trifenatate(micronized) (as vilanterol 0.75mg(25ug/ug))
304700ALQ,UNKNOWN,UNKNOWN
317500BIJ,UNKNOWN,UNKNOWN
317700BIJ,UNKNOWN,UNKNOWN
365700ALQ,UNKNOWN,UNKNOWN
418600BIJ,UNKNOWN,UNKNOWN
422400BIJ,UNKNOWN,UNKNOWN
427900BIJ,UNKNOWN,UNKNOWN
434700ATB,UNKNOWN,UNKNOWN
455300BIJ,UNKNOWN,UNKNOWN
470400BIJ,UNKNOWN,UNKNOWN
472000BIJ,UNKNOWN,UNKNOWN
472100BIJ,UNKNOWN,UNKNOWN
472200BIJ,UNKNOWN,UNKNOWN
475300BIJ,UNKNOWN,UNKNOWN
475400BIJ,UNKNOWN,UNKNOWN
475500BIJ,UNKNOWN,UNKNOWN
477600BIJ,UNKNOWN,UNKNOWN
477700BIJ,UNKNOWN,UNKNOWN
477900BIJ,UNKNOWN,UNKNOWN
478000BIJ,UNKNOWN,UNKNOWN
478200BIJ,UNKNOWN,UNKNOWN
480500BIJ,UNKNOWN,UNKNOWN
481000BIJ,UNKNOWN,UNKNOWN
481600BIJ,UNKNOWN,UNKNOWN
482300BIJ,UNKNOWN,UNKNOWN
485900BIJ,UNKNOWN,UNKNOWN
488100BIJ,UNKNOWN,UNKNOWN
488200BIJ,UNKNOWN,UNKNOWN
497800BIJ,UNKNOWN,UNKNOWN
502800ALQ,UNKNOWN,UNKNOWN
505100BIJ,UNKNOWN,UNKNOWN
505200BIJ,UNKNOWN,UNKNOWN
505300BIJ,UNKNOWN,UNKNOWN
512500BIJ,UNKNOWN,UNKNOWN
513400BIJ,UNKNOWN,UNKNOWN
524200BIJ,UNKNOWN,UNKNOWN
524300BIJ,UNKNOWN,UNKNOWN
524400BIJ,UNKNOWN,UNKNOWN
524500BIJ,UNKNOWN,UNKNOWN
524600BIJ,UNKNOWN,UNKNOWN
598900BIJ,UNKNOWN,UNKNOWN
607900BIJ,UNKNOWN,UNKNOWN
608000BIJ,UNKNOWN,UNKNOWN
619400BIJ,UNKNOWN,UNKNOWN
619500BIJ,UNKNOWN,UNKNOWN
619700BIJ,UNKNOWN,UNKNOWN
619800BIJ,UNKNOWN,UNKNOWN
619900BIJ,UNKNOWN,UNKNOWN
246132COM,urea,urea 10g(0.2g/g)
246133COM,urea,urea 11g(0.2g/g)
246134COM,urea,urea 12g(0.2g/g)
246135COM,urea,urea 15g(0.25g/g)
246136COM,urea,urea 90g(0.2g/g)
246101COM,urea,urea 200mg
246102COM,urea,urea 250mg
246401BIJ,urokinase,urokinase 100KI.U
246405BIJ,urokinase,urokinase 20KI.U
246406BIJ,urokinase,urokinase 500KI.U
246502ATB,ursodeoxycholic acid,ursodeoxycholic acid 0.2g
246503ATB,ursodeoxycholic acid,ursodeoxycholic acid 0.25g
246506ATB,ursodeoxycholic acid,ursodeoxycholic acid 0.3g
246501ATB,ursodeoxycholic acid,ursodeoxycholic acid 100mg
615001BIJ,Ustekinumab,Ustekinumab 45mg
246702ATB,valaciclovir HCl,valaciclovir HCl 250mg
246701ATB,valaciclovir hydrochloride,valaciclovir hydrochloride (as valaciclovir 0.5g)
459501ATB,valganciclovir hydrochloride,valganciclovir hydrochloride( as valganciclovir 450mg) 496.3mg
246901ATE,valproate magnesium,valproate magnesium 0.5g
246902ATE,valproate magnesium,valproate magnesium 0.2g
246903ATE,valproate magnesium,valproate magnesium 0.3g
247001ATB,valproic acid,valproic acid 0.25g
247101ATB,valsartan,valsartan 80mg
247102ATB,valsartan,valsartan 0.16g
247103ATB,valsartan,valsartan 40mg
247104ATB,valsartan,valsartan 0.32g
247202ATB,vancomycin hydrochloride,vancomycin hydrochloride 0.25g
247203BIJ,vancomycin hydrochloride,vancomycin hydrochloride 1g
247204BIJ,vancomycin hydrochloride,vancomycin hydrochloride 0.25g
247205BIJ,vancomycin hydrochloride,vancomycin hydrochloride 0.5g
624101ATB,vandetanib,vandetanib 0.1g
624102ATB,vandetanib,vandetanib 0.3g
247330BIJ,vasopressin,vasopressin 20Vasopressin unit(20Vasopressin unit/mL)
247301BIJ,vasopressin,vasopressin 20U
247401BIJ,vecuronium bromide,vecuronium bromide 10mg
247402BIJ,vecuronium bromide,vecuronium bromide 4mg
641301BIJ,vedolizumab,vedolizumab 0.3g
637901BIJ,velaglucerase ug,velaglucerase ug 400I.U
620501ATB,vemurafenib,vemurafenib 0.24g
247502ATR,venlafaxine hydrochloride,venlafaxine hydrochloride (as venlafaxine 75mg)
247504ATR,venlafaxine hydrochloride,venlafaxine hydrochloride (as venlafaxine 37.5mg)
247604BIJ,verapamil HCl,verapamil HCl 5mg
247603ATR,verapamil hydrochloride,verapamil hydrochloride 0.18g
